movieId,title,release_date,video_release_date,imdb_url,imdb_title_id,original_title,year,date_published,genres,duration,country,language,director,screen writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,productionId_x,volume,remaining_volume
254,Batman & Robin,20-Jun-97,,http://us.imdb.com/M/title-exact?Batman+%26+Robin+(1997),tt0118688,Batman & Robin,1997,6/27/97,"Action, Sci-Fi",125,"USA, UK",English,Joel Schumacher,"Bob Kane, Akiva Goldsman",Warner Bros.,"Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman, Alicia Silverstone, Michael Gough, Pat Hingle, John Glover, Elle Macpherson, Vivica A. Fox, Vendela Kirsebom Thomessen, Elizabeth Sanders, Jeep Swenson, John Fink, Michael Reid MacKay",Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,3.7,222755,"$125,000,000 ","$107,353,792 ","$238,235,915 ",28,1103,211,16,1,1
258,Contact,11-Jul-97,,http://us.imdb.com/Title?Contact+(1997/I),tt0118884,Contact,1997,9/26/97,"Drama, Mystery, Sci-Fi",150,USA,"English, Spanish, German, Russian",Robert Zemeckis,"James V. Hart, Michael Goldenberg",Warner Bros.,"Jena Malone, David Morse, Jodie Foster, Geoffrey Blake, William Fichtner, Sami Chester, Timothy McNeil, Laura Elena Surillo, Matthew McConaughey, Tom Skerritt, Henry Strozier, Max Martini, Larry King, Thomas Garner, Conroy Chino","Dr. Ellie Arroway (Jodie Foster), after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",7.4,239928,"$90,000,000 ","$100,920,329 ","$171,120,329 ",62,672,170,16,1,1
292,Rosewood,21-Feb-97,,http://us.imdb.com/M/title-exact?Rosewood%20(1997),tt0120036,Rosewood,1997,2/21/97,"Action, Drama, History",140,USA,English,John Singleton,Gregory Poirier,Warner Bros.,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill, Loren Dean, Esther Rolle, Elise Neal, Robert Patrick, Michael Rooker, Catherine Kellner, Akosua Busia, Paul Benjamin, Kevin Jackson, Mark Boone Junior, Muse Watson",A dramatization of a 1923 horrific racist lynch mob attack on an African-American community.,7.2,7018,"$25,000,000 ","$13,130,349 ","$13,130,349 ",71,62,37,16,1,1
312,Midnight in the Garden of Good and Evil,1-Jan-97,,http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997),tt0119668,Midnight in the Garden of Good and Evil,1997,4/17/98,"Crime, Drama, Mystery",155,USA,"English, French",Clint Eastwood,"John Berendt, John Lee Hancock",Warner Bros.,"John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall, Jude Law, Alison Eastwood, Paul Hipp, Lady Chablis, Dorothy Loudon, Anne Haney, Kim Hunter, Geoffrey Lewis, Richard Herd, Leon Rippy, Bob Gunton","A visiting city reporter's (John Cusack's) assignment suddenly revolves around the murder trial of a local millionaire (Kevin Spacey), whom he befriends.",6.6,35381,"$35,000,000 ","$25,105,255 ","$25,105,255 ",57,223,100,16,1,1
322,Murder at 1600,18-Apr-97,,http://us.imdb.com/M/title-exact?Murder%20at%201600%20(1997),tt0119731,Murder at 1600,1997,8/15/97,"Action, Crime, Drama",107,USA,English,Dwight H. Little,"Wayne Beach, David Hodgin",Warner Bros.,"Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller, Alan Alda, Ronny Cox, Diane Baker, Tate Donovan, Harris Yulin, Tom Wright, Nicholas Pryor, Charles Rocket, Nigel Bennett, Tamara Gorski, Douglas O'Keeffe",A young woman is murdered in the White House. Homicide detective Regis/W.Snipes investigates while Secret Service works against him. He's assigned agent Chance/D.Lane. She eventually cooperates after a man's framed.,6.1,27094,"$40,000,000 ","$25,804,707 ","$25,804,707 ",47,62,60,16,1,1
328,Conspiracy Theory,8-Aug-97,,http://us.imdb.com/M/title-exact?Conspiracy+Theory+(1997),tt0118883,Conspiracy Theory,1997,8/29/97,"Action, Mystery, Thriller",135,USA,English,Richard Donner,Brian Helgeland,Warner Bros.,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart, Steve Kahan, Terry Alexander, Alex McArthur, Rod McLachlan, Michael Potts, Jim Sterling, Rich Hebert, Brian J. Williams, G.A. Aguilar, Cece Neber Labao, Saxon Trainor","A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",6.7,89016,"$75,000,000 ","$75,982,834 ","$136,982,834 ",49,167,84,16,1,1
339,Mad City,1-Jan-97,,http://us.imdb.com/M/title-exact?Mad+City+(1997),tt0119592,Mad City,1997,9/4/98,"Crime, Drama, Thriller",115,USA,English,Costa-Gavras,"Tom Matthews, Tom Matthews",Warner Bros.,"John Travolta, Dustin Hoffman, Mia Kirshner, Alan Alda, Robert Prosky, Blythe Danner, William Atherton, Ted Levine, Tammy Lauren, William O'Leary, Raymond J. Barry, Lucinda Jenney, Akosua Busia, Ebbe Roe Smith, Bingwa","A disgruntled security guard holds a school trip group hostage, while a news reporter forms a bond with him.",6.3,18428,"$50,000,000 ","$10,541,523 ","$10,541,523 ",45,75,65,16,1,1
355,Sphere,13-Feb-98,,http://us.imdb.com/M/title-exact?Sphere+(1998),tt0120184,Sphere,1998,4/3/98,"Drama, Horror, Mystery",134,USA,English,Barry Levinson,"Michael Crichton, Kurt Wimmer",Warner Bros.,"Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote, Liev Schreiber, Queen Latifah, Marga Gómez, Huey Lewis, Bernard Hocke, James Pickens Jr., Michael Keys Hall, Ralph Tabakin",A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,6.1,95130,"$80,000,000 ","$37,020,277 ","$37,020,277 ",35,301,106,16,1,1
457,Free Willy 3: The Rescue,8-Aug-97,,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),tt0119152,Free Willy 3: The Rescue,1997,12/19/97,"Adventure, Drama, Family",86,USA,English,Sam Pillsbury,"Keith Walker, John Mattson",Warner Bros.,"Jason James Richter, August Schellenberg, Annie Corley, Vincent Berry, Patrick Kilpatrick, Tasha Simms, Peter LaCroix, Stephen E. Miller, Ian Tracey, Matthew Walker, Roger Cross, Rick Burgess, Roman Danylo",16-year-old Jesse and old friend Randolph try to foil an illegal whaler threatening Willy and his pregnant mate.,4.7,8763,,"$3,446,539 ","$3,446,539 ",,24,25,16,1,1
483,Casablanca,1-Jan-42,,http://us.imdb.com/M/title-exact?Casablanca%20(1942),tt0034583,Casablanca,1942,1/23/43,"Drama, Romance, War",102,USA,"English, French, German, Italian",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois",A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.,8.5,487757,"$950,000 ","$4,108,411 ","$4,374,761 ",100,1232,187,16,1,1
485,My Fair Lady,1-Jan-64,,http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),tt0058385,My Fair Lady,1964,10/15/65,"Drama, Family, Musical",170,USA,English,George Cukor,"Alan Jay Lerner, George Bernard Shaw",Warner Bros.,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland",Snobbish phonetics Professor Henry Higgins (Sir Rex Harrison) agrees to a wager that he can make flower girl Eliza Doolittle (Audrey Hepburn) presentable in high society.,7.8,81233,"$17,000,000 ","$72,560,711 ","$72,661,442 ",95,296,89,16,1,1
492,East of Eden,1-Jan-55,,http://us.imdb.com/M/title-exact?East%20of%20Eden%20(1955),tt0048028,East of Eden,1955,11/11/55,Drama,118,USA,English,Elia Kazan,"John Steinbeck, Paul Osborn",Warner Bros.,"Julie Harris, James Dean, Raymond Massey, Burl Ives, Richard Davalos, Jo Van Fleet, Albert Dekker, Lois Smith, Harold Gordon, Nick Dennis",A wilful young man contends against his brother for the attention of their religious father while reconnecting with his estranged mother and falling for his brother's girlfriend.,7.9,37699,,,"$24,079 ",72,189,88,16,1,1
505,Dial M for Murder,1-Jan-54,,http://us.imdb.com/M/title-exact?Dial%20M%20for%20Murder%20(1954),tt0046912,Dial M for Murder,1954,1/28/55,"Crime, Thriller",105,USA,English,Alfred Hitchcock,"Frederick Knott, Frederick Knott",Warner Bros.,"Ray Milland, Grace Kelly, Robert Cummings, John Williams, Anthony Dawson, Leo Britt, Patrick Allen, George Leigh, George Alderson, Robin Hughes",A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.,8.2,144321,"$1,400,000 ","$12,562 ","$18,816 ",75,325,105,16,1,1
506,Rebel Without a Cause,1-Jan-55,,http://us.imdb.com/M/title-exact?Rebel%20Without%20a%20Cause%20(1955),tt0048545,Rebel Without a Cause,1955,10/29/55,Drama,111,USA,English,Nicholas Ray,"Stewart Stern, Irving Shulman",Warner Bros.,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt, Steffi Sidney, Marietta Canty, Virginia Brissac, Beverly Long, Ian Wolfe","A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",7.7,77662,"$1,500,000 ","$199,963 ","$199,963 ",87,311,157,16,1,1
535,Addicted to Love,23-May-97,,http://us.imdb.com/M/title-exact?Addicted%20to%20Love%20%281997%29,tt0118556,Addicted to Love,1997,8/1/97,"Comedy, Romance",100,USA,"English, French",Griffin Dunne,Robert Gordon,Warner Bros.,"Meg Ryan, Matthew Broderick, Kelly Preston, Tchéky Karyo, Maureen Stapleton, Nesbitt Blaisdell, Remak Ramsay, Lee Wilkof, Dominick Dunne, Susan Forristal, Larry Pine, Debbon Ayer, Maurizio Benazzo, Paolo Calamari, Helmar Augustus Cooper","Maggie's and Sam's former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.",6.1,22509,,"$34,673,095 ","$34,673,095 ",49,69,55,16,1,1
570,Wyatt Earp,1-Jan-94,,http://us.imdb.com/M/title-exact?Wyatt%20Earp%20(1994),tt0111756,Wyatt Earp,1994,9/9/94,"Adventure, Biography, Crime",191,USA,"English, Spanish",Lawrence Kasdan,"Dan Gordon, Lawrence Kasdan",Warner Bros.,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore, JoBeth Williams, Mare Winningham",The story of Wyatt Earp as he interacts and battles other famous figures of the Wild West era.,6.7,42561,"$63,000,000 ","$25,052,000 ","$25,052,000 ",47,162,47,16,1,1
578,Demolition Man,1-Jan-93,,http://us.imdb.com/M/title-exact?Demolition%20Man%20(1993),tt0106697,Demolition Man,1993,11/12/93,"Action, Crime, Sci-Fi",115,USA,English,Marco Brambilla,"Peter M. Lenkov, Robert Reneau",Warner Bros.,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne, Benjamin Bratt, Bob Gunton, Glenn Shadix, Denis Leary, Grand L. Bush, Pat Skipper, Steve Kahan, Paul Bollen, Mark Colson, Andre Gregory, John Enos III",A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,6.7,148645,"$57,000,000 ","$58,055,768 ","$58,055,768 ",34,244,107,16,1,1
592,True Crime,1-Jan-95,,http://us.imdb.com/M/title-exact?True%20Crime%20(1995),tt0139668,True Crime,1999,5/14/99,"Crime, Drama, Mystery",127,USA,English,Clint Eastwood,"Andrew Klavan, Larry Gross",Warner Bros.,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods, Denis Leary, Bernard Hill, Diane Venora, Michael McKean, Michael Jeter, Mary McCormack, Hattie Winston, Penny Bae Bridges, Francesca Eastwood, John Finn, Laila Robins",Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,6.6,30082,"$55,000,000 ","$16,649,768 ","$16,649,768 ",65,178,96,16,1,1
627,Robin Hood: Prince of Thieves,1-Jan-91,,http://us.imdb.com/Title?Robin+Hood%3A+Prince+of+Thieves+(1991),tt0102798,Robin Hood: Prince of Thieves,1991,7/19/91,"Action, Adventure, Drama",143,"USA, UK","English, Arabic",Kevin Reynolds,"Pen Densham, Pen Densham",Warner Bros.,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater, Alan Rickman, Geraldine McEwan, Michael McShane, Brian Blessed, Michael Wincott, Nick Brimble, Soo Drouet, Daniel Newman, Daniel Peacock, Walter Sparrow, Harold Innocent","When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",6.9,169183,"$48,000,000 ","$165,493,908 ","$390,493,908 ",51,344,81,16,1,1
659,Arsenic and Old Lace,1-Jan-44,,http://us.imdb.com/M/title-exact?Arsenic%20and%20Old%20Lace%20(1944),tt0036613,Arsenic and Old Lace,1944,9/23/44,"Comedy, Crime, Thriller",118,USA,"English, German",Frank Capra,"Julius J. Epstein, Philip G. Epstein",Warner Bros.,"Cary Grant, Priscilla Lane, Raymond Massey, Jack Carson, Edward Everett Horton, Peter Lorre, James Gleason, Josephine Hull, Jean Adair, John Alexander, Grant Mitchell, Edward McNamara, Garry Owen, John Ridgely, Vaughan Glaser","A drama critic learns on his wedding day that his beloved maiden aunts are homicidal maniacs, and that insanity runs in his family.",8,62438,"$1,120,175 ",,,,272,79,16,1,1
685,Executive Decision,9-Mar-96,,http://us.imdb.com/M/title-exact?Executive%20Decision%20(1996),tt0116253,Executive Decision,1996,5/10/96,"Action, Adventure, Thriller",133,USA,English,Stuart Baird,"Jim Thomas, John Thomas",Warner Bros.,"Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo, Oliver Platt, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley, Andreas Katsulas, Mary Ellen Trainor, Marla Maples, J.T. Walsh, Ingo Neuhaus","When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",6.4,47548,"$55,000,000 ","$56,569,216 ","$121,969,216 ",62,162,66,16,1,1
732,Dave,1-Jan-93,,http://us.imdb.com/M/title-exact?Dave%20(1993),tt0106673,Dave,1993,11/5/93,"Comedy, Romance",110,USA,"English, Spanish",Ivan Reitman,Gary Ross,Warner Bros.,"Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn, Ving Rhames, Ben Kingsley, Charles Grodin, Faith Prince, Laura Linney, Bonnie Hunt, Parley Baer, Stefan Gierasch, Anna Deavere Smith, Charles Hallahan, Tom Dugan","To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance is put in his place.",6.8,46541,"$28,000,000 ","$63,270,710 ","$63,270,710 ",76,141,54,16,1,1
744,Michael Collins,11-Oct-96,,http://us.imdb.com/M/title-exact?Michael%20Collins%20(1996),tt0117039,Michael Collins,1996,11/8/96,"Biography, Drama, Thriller",133,"UK, Ireland, USA",English,Neil Jordan,Neil Jordan,Warner Bros.,"Ian Hart, Julia Roberts, Richard Ingram, Liam Neeson, Aidan Quinn, John Kenny, Ronan McCairbre, Jer O'Leary, Mike Dwyer, Martin Murphy, Alan Rickman, Sean McGinley, Gary Whelan, Frank O'Sullivan, Stephen Rea",Neil Jordan's historical biopic of Irish revolutionary,7.2,28051,"$25,000,000 ","$11,092,559 ","$11,135,803 ",60,96,41,16,1,1
871,Vegas Vacation,14-Feb-97,,http://us.imdb.com/M/title-exact?Vegas%20Vacation%20(1997),tt0120434,Vegas Vacation,1997,2/14/97,Comedy,93,USA,English,Stephen Kessler,"Elisa Bell, Bob Ducsay",Warner Bros.,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry, Marisol Nichols, Miriam Flynn, Shae D'lyn, Wayne Newton, Siegfried Fischbacher, Roy Horn, Wallace Shawn, Sid Caesar, Julio Oscar Mechoso, Sly Smith, Julia Sweeney","In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",6,41258,"$25,000,000 ","$36,400,360 ","$36,400,360 ",20,96,36,16,1,1
939,Murder in the First,1-Jan-95,,http://us.imdb.com/M/title-exact?Murder%20in%20the%20First%20(1995),tt0113870,Murder in the First,1995,12/1/95,"Drama, Thriller",122,"USA, France",English,Marc Rocco,Dan Gordon,Warner Bros.,"Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz, William H. Macy, Stephen Tobolowsky, Brad Dourif, R. Lee Ermey, Mia Kirshner, Ben Slack, Stefan Gierasch, Kyra Sedgwick, Alex Bookston, Richie Allan, Herb Ritts",An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,7.3,25160,,"$17,381,942 ","$17,381,942 ",,119,43,16,1,1
1042,Just Cause,1-Jan-95,,http://us.imdb.com/M/title-exact?Just%20Cause%20(1995),tt0113501,Just Cause,1995,4/7/95,"Action, Crime, Drama",102,USA,English,Arne Glimcher,"John Katzenbach, Jeb Stuart",Warner Bros.,"Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood, Ed Harris, Christopher Murray, Ruby Dee, Scarlett Johansson, Daniel J. Travanti, Ned Beatty, Liz Torres, Lynne Thigpen, Taral Hicks, Victor Slezak, Kevin McCarthy",A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,6.4,22676,,"$36,853,222 ","$36,853,222 ",,83,31,16,1,1
1122,They Made Me a Criminal,1-Jan-39,,http://us.imdb.com/M/title-exact?They%20Made%20Me%20a%20Criminal%20(1939),tt0032022,They Made Me a Criminal,1939,1/28/39,"Crime, Drama, Film-Noir",92,USA,English,Busby Berkeley,"Sig Herzig, Bertram Millhauser",Warner Bros.,"John Garfield, The Dead End Kids, Claude Rains, Ann Sheridan, May Robson, Gloria Dickson, Billy Halop, Bobby Jordan, Leo Gorcey, Huntz Hall, Gabriel Dell, Bernard Punsly, Robert Gleckler, John Ridgely, Barbara Pepper",A boxer flees believing he has comitted a murder while he was drunk.,6.9,1840,,,,,45,28,16,1,1
1217,Assassins,1-Jan-95,,http://us.imdb.com/Title?Assassins+(1995),tt0112401,Assassins,1995,10/6/95,"Action, Crime, Thriller",132,"France, USA","English, Dutch, Spanish",Richard Donner,"Lilly Wachowski, Lana Wachowski",Warner Bros.,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov, Muse Watson, Steve Kahan, Kelly Rowan, Reed Diamond, Kai Wulff, Kerry Skalsky, James Douglas Haskins, Stephen Liska, John Harms, Edward J. Rosen, Christina Orchid",Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,6.3,73848,"$50,000,000 ","$30,303,072 ","$30,303,072 ",,95,70,16,1,1
1228,Under Siege 2: Dark Territory,1-Jan-95,,http://us.imdb.com/M/title-exact?Under%20Siege%202:%20Dark%20Territory%20(1995),tt0114781,Under Siege 2: Dark Territory,1995,10/27/95,"Action, Thriller",100,USA,English,Geoff Murphy,"Richard Hatem, Matt Reeves",Warner Bros.,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl, Morris Chestnut, Peter Greene, Patrick Kilpatrick, Scott Sowers, Afifi Alaouie, Andy Romano, Brenda Bakke, Sandra Taylor, Jonathan Banks, David Gianopoulos, Royce D. Applegate","Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.",5.5,41735,"$60,000,000 ","$50,024,083 ","$104,324,083 ",52,132,60,16,1,1
1539,Being Human,1-Jan-93,,http://us.imdb.com/M/title-exact?Being%20Human%20(1993),tt0106379,Being Human,1994,5/6/94,"Comedy, Drama",122,"UK, Japan","English, Scottish Gaelic",Bill Forsyth,Bill Forsyth,Warner Bros.,"Robin Williams, Kelly Hunter, Maudie Johnson, Max Johnson, Robert Carlyle, Eoin McCarthy, Irvine Allen, Iain Andrew, Robert Cavanah, Tony Curran, Andrew Flanagan, Seamus Gubbins, Iain McAleese, David McGowan, Gavin Mitchell",One man must learn the meaning of courage across four lifetimes centuries apart.,5.5,3662,"$40,000,000 ","$1,519,366 ","$1,519,366 ",33,40,19,16,1,1
30,Belle de jour,1-Jan-67,,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),tt0061395,Belle de jour,1967,5/24/67,Drama,100,"France, Italy","French, Spanish, Mongolian",Luis Buñuel,"Joseph Kessel, Luis Buñuel",Robert et Raymond Hakim,"Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page, Pierre Clémenti, Françoise Fabian, Macha Méril, Muni, Maria Latour, Claude Cerval, Michel Charrel, Iska Khan, Bernard Musson, Marcel Charvey, François Maistre",A frigid young housewife decides to spend her midweek afternoons as a prostitute.,7.7,36772,,"$4,063,348 ","$4,153,951 ",,126,147,17,1,1
33,Desperado,1-Jan-95,,http://us.imdb.com/M/title-exact?Desperado%20(1995),tt0112851,Desperado,1995,2/23/96,"Action, Thriller",104,"USA, Mexico","English, Spanish",Robert Rodriguez,Robert Rodriguez,Columbia Pictures,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin, Steve Buscemi, Carlos Gómez, Quentin Tarantino, Tito Larriva, Angel Aviles, Danny Trejo, Abraham Verduzco, Carlos Gallardo, Albert Michel Jr., David Alvarado, Angela Lanza",A gunslinger's embroiled in a war with a local drug runner.,7.2,163068,"$7,000,000 ","$25,405,445 ","$25,405,445 ",55,209,104,18,1,1
101,Heavy Metal,8-Mar-81,,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),tt0082509,Heavy Metal,1981,12/18/81,"Animation, Adventure, Fantasy",86,Canada,English,"Gerald Potterton, John Bruno","Daniel Goldberg, Len Blum",Columbia Pictures,"Don Francks, Caroline Semple, Richard Romanus, Susan Roman, Al Waxman, Harvey Atkin, John Candy, Glenis Wootton Gross, Marilyn Lightstone, Jackie Burroughs, Martin Lavut, August Schellenberg, John Vernon, Eugene Levy, Joe Flaherty","A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.",6.7,29096,"$9,300,000 ","$546,545 ","$546,545 ",51,164,68,18,1,1
136,Mr. Smith Goes to Washington,1-Jan-39,,http://us.imdb.com/M/title-exact?Mr.%20Smith%20Goes%20to%20Washington%20(1939),tt0031679,Mr. Smith Goes to Washington,1939,5/3/40,"Comedy, Drama",129,USA,English,Frank Capra,"Sidney Buchman, Lewis R. Foster",Columbia Pictures,"Jean Arthur, James Stewart, Claude Rains, Edward Arnold, Guy Kibbee, Thomas Mitchell, Eugene Pallette, Beulah Bondi, H.B. Warner, Harry Carey, Astrid Allwyn, Ruth Donnelly, Grant Mitchell, Porter Hall, H.V. Kaltenborn","A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",8.1,100206,"$1,900,000 ","$144,738 ","$144,738 ",73,272,110,18,1,1
202,Groundhog Day,1-Jan-93,,http://us.imdb.com/M/title-exact?Groundhog%20Day%20(1993),tt0107048,Groundhog Day,1993,5/7/93,"Comedy, Fantasy, Romance",101,USA,"English, French, Italian",Harold Ramis,"Danny Rubin, Harold Ramis",Columbia Pictures,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, Robin Duke, Carol Bivins, Willie Garson, Ken Hudson Campbell, Les Podewell, Rod Sell",A weatherman finds himself inexplicably living the same day over and over again.,8,550217,"$14,600,000 ","$70,906,973 ","$70,906,973 ",72,722,181,18,1,1
257,Men in Black,4-Jul-97,,http://us.imdb.com/M/title-exact?Men+in+Black+(1997),tt0119654,Men in Black,1997,8/1/97,"Action, Adventure, Comedy",98,USA,"English, Spanish",Barry Sonnenfeld,"Lowell Cunningham, Ed Solomon",Columbia Pictures,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio, Rip Torn, Tony Shalhoub, Siobhan Fallon Hogan, Mike Nussbaum, Jon Gries, Sergio Calderón, Carel Struycken, Fredric Lehne, Richard Hamilton, Kent Faulcon, John Alexander",A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.,7.3,487937,"$90,000,000 ","$250,690,539 ","$589,390,539 ",71,327,164,18,1,1
270,Gattaca,1-Jan-97,,http://us.imdb.com/M/title-exact?Gattaca+(1997),tt0119177,Gattaca,1997,3/20/98,"Drama, Sci-Fi, Thriller",106,USA,"English, Esperanto",Andrew Niccol,Andrew Niccol,Columbia Pictures,"Ethan Hawke, Uma Thurman, Gore Vidal, Xander Berkeley, Jayne Brook, Elias Koteas, Maya Rudolph, Una Damon, Elizabeth Dennehy, Blair Underwood, Mason Gamble, Vincent Nielson, Chad Christ, William Lee Scott, Clarence Graham",A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,7.8,265849,"$36,000,000 ","$12,532,777 ","$12,532,777 ",64,733,182,18,1,1
275,Sense and Sensibility,1-Jan-95,,http://us.imdb.com/M/title-exact?Sense%20and%20Sensibility%20(1995),tt0114388,Sense and Sensibility,1995,3/8/96,"Drama, Romance",136,"USA, UK","English, French",Ang Lee,"Jane Austen, Emma Thompson",Columbia Pictures,"James Fleet, Tom Wilkinson, Harriet Walter, Kate Winslet, Emma Thompson, Gemma Jones, Hugh Grant, Emilie François, Elizabeth Spriggs, Robert Hardy, Ian Brimble, Isabelle Amyes, Alan Rickman, Greg Wise, Alexander John","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",7.6,94440,"$16,000,000 ","$43,182,776 ","$134,582,776 ",84,217,51,18,1,1
300,Air Force One,1-Jan-97,,http://us.imdb.com/M/title-exact?Air+Force+One+(1997),tt0118571,Air Force One,1997,9/12/97,"Action, Drama, Thriller",124,"USA, Germany","English, Russian",Wolfgang Petersen,Andrew W. Marlowe,Columbia Pictures,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson, Liesel Matthews, Paul Guilfoyle, Xander Berkeley, William H. Macy, Dean Stockwell, Tom Everett, Jürgen Prochnow, Donna Bullock, Michael Ray Miller, Carl Weintraub, Elester Latham","Communist Radicals hijack Air Force One with The U.S. President and his family on board. The Vice President negotiates from Washington D.C., while the President, a Veteran, fights to rescue the hostages on board.",6.5,170349,"$85,000,000 ","$172,956,409 ","$315,156,409 ",61,415,152,18,1,1
304,Fly Away Home,13-Sep-96,,http://us.imdb.com/M/title-exact?Fly%20Away%20Home%20(1996),tt0116329,Fly Away Home,1996,2/7/97,"Adventure, Drama, Family",107,USA,English,Carroll Ballard,"Bill Lishman, Robert Rodat",Columbia Pictures,"Jeff Daniels, Anna Paquin, Dana Delany, Terry Kinney, Holter Graham, Jeremy Ratchford, Deborah Verginella, Michael J. Reynolds, David Hemblen, Ken James, Nora Ballard, Sarena Paton, Carmen Lishman, Christi Hill, Judith Orban",A father and daughter decide to attempt to lead a flock of orphaned Canada Geese south by air.,6.8,22380,"$22,000,000 ","$25,143,818 ","$25,143,818 ",,89,48,18,1,1
